epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,146.577,1.16853,2.70548,1.50464,0.34109,0.3061,0.26978,0.16505,1.59175,2.57597,1.65981,0.000332905,0.000332905,0.000332905
2,283.055,1.26788,2.06421,1.61283,0.33608,0.30147,0.25154,0.14978,1.70587,2.43899,1.79044,0.000653047,0.000653047,0.000653047
3,417.855,1.25104,1.9635,1.59542,0.4209,0.33278,0.30824,0.19137,1.65724,2.17109,1.70048,0.000959989,0.000959989,0.000959989
4,551.583,1.18624,1.84096,1.53612,0.4795,0.36746,0.35824,0.23228,1.515,2.01312,1.59,0.0009406,0.0009406,0.0009406
5,685.001,1.1197,1.69824,1.47946,0.49368,0.37035,0.38036,0.25564,1.42635,1.83625,1.52645,0.0009208,0.0009208,0.0009208
6,818.453,1.06911,1.60474,1.4433,0.52498,0.40327,0.40607,0.27187,1.43918,1.86794,1.535,0.000901,0.000901,0.000901
7,952.255,1.04056,1.52492,1.4192,0.54918,0.41858,0.43931,0.30159,1.39831,1.7607,1.4914,0.0008812,0.0008812,0.0008812
8,1085.9,1.01695,1.46885,1.38803,0.58687,0.42078,0.45776,0.30745,1.41084,1.71273,1.47607,0.0008614,0.0008614,0.0008614
9,1219.26,0.99052,1.41427,1.37061,0.59857,0.42491,0.46018,0.31633,1.37516,1.74104,1.45484,0.0008416,0.0008416,0.0008416
10,1352.93,0.97056,1.35362,1.34764,0.6012,0.43788,0.4743,0.32993,1.34641,1.633,1.42906,0.0008218,0.0008218,0.0008218
11,1486.12,0.95117,1.31289,1.33615,0.60018,0.45732,0.48314,0.33736,1.31001,1.59214,1.39632,0.000802,0.000802,0.000802
12,1619.53,0.92577,1.25707,1.31052,0.61353,0.47766,0.50723,0.3567,1.30654,1.54088,1.39658,0.0007822,0.0007822,0.0007822
13,1752.99,0.91859,1.23411,1.30311,0.62846,0.46949,0.51117,0.3577,1.28396,1.55307,1.39153,0.0007624,0.0007624,0.0007624
14,1886.36,0.90342,1.19042,1.29564,0.6334,0.47595,0.52678,0.37086,1.27349,1.52599,1.36846,0.0007426,0.0007426,0.0007426
15,2019.66,0.89514,1.16539,1.28065,0.62235,0.48042,0.52035,0.36751,1.28008,1.50265,1.37253,0.0007228,0.0007228,0.0007228
16,2153.03,0.88203,1.13423,1.26902,0.63913,0.48833,0.53733,0.37855,1.26573,1.48152,1.34556,0.000703,0.000703,0.000703
17,2286.66,0.87063,1.1055,1.25628,0.62383,0.49332,0.52872,0.37874,1.25497,1.4786,1.35102,0.0006832,0.0006832,0.0006832
18,2420.01,0.86382,1.07723,1.251,0.6417,0.48644,0.53424,0.38038,1.27029,1.50558,1.37043,0.0006634,0.0006634,0.0006634
19,2553.42,0.84802,1.04115,1.24116,0.65164,0.51448,0.55754,0.39626,1.24475,1.41357,1.34961,0.0006436,0.0006436,0.0006436
20,2686.99,0.83401,1.01495,1.22702,0.68181,0.49159,0.55501,0.40129,1.22681,1.43237,1.3306,0.0006238,0.0006238,0.0006238
21,2820.43,0.82929,1.00366,1.22236,0.64864,0.51252,0.56449,0.40716,1.23726,1.41592,1.33637,0.000604,0.000604,0.000604
22,2955.49,0.8193,0.97632,1.21641,0.6684,0.51762,0.57498,0.41461,1.23472,1.39671,1.33258,0.0005842,0.0005842,0.0005842
23,3088.84,0.81819,0.95332,1.20973,0.6856,0.51192,0.58122,0.42277,1.21129,1.39043,1.31394,0.0005644,0.0005644,0.0005644
24,3222.92,0.80508,0.93354,1.20015,0.68797,0.52086,0.58337,0.42446,1.21156,1.35667,1.31178,0.0005446,0.0005446,0.0005446
25,3356.29,0.79615,0.90898,1.19356,0.65786,0.53102,0.58198,0.42187,1.21577,1.36348,1.32459,0.0005248,0.0005248,0.0005248
26,3489.45,0.78597,0.89296,1.18559,0.6835,0.52056,0.58811,0.42941,1.1991,1.36532,1.29651,0.000505,0.000505,0.000505
27,3623.36,0.77183,0.85823,1.17365,0.67598,0.53857,0.59016,0.43212,1.20286,1.33239,1.30646,0.0004852,0.0004852,0.0004852
28,3756.92,0.77348,0.85213,1.17419,0.68652,0.54279,0.59336,0.43456,1.19498,1.34237,1.30269,0.0004654,0.0004654,0.0004654
29,3890.28,0.7626,0.82243,1.16487,0.68327,0.5381,0.59415,0.43616,1.19622,1.34286,1.30224,0.0004456,0.0004456,0.0004456
30,4023.73,0.75608,0.79852,1.15641,0.70029,0.53173,0.59789,0.43724,1.20161,1.36013,1.30477,0.0004258,0.0004258,0.0004258
31,4157.29,0.74369,0.78335,1.1473,0.71956,0.52312,0.59571,0.43952,1.18964,1.33088,1.2936,0.000406,0.000406,0.000406
32,4290.93,0.74122,0.76588,1.14542,0.70201,0.54491,0.6,0.44056,1.19397,1.3116,1.29762,0.0003862,0.0003862,0.0003862
33,4424.29,0.7318,0.74709,1.13675,0.71683,0.55202,0.61119,0.44844,1.1894,1.31181,1.29742,0.0003664,0.0003664,0.0003664
34,4557.95,0.72987,0.7354,1.13552,0.73059,0.53751,0.61067,0.44648,1.19279,1.30446,1.2946,0.0003466,0.0003466,0.0003466
35,4691.76,0.71842,0.71136,1.12204,0.6999,0.5556,0.60377,0.44484,1.19108,1.3342,1.29303,0.0003268,0.0003268,0.0003268
36,4824.8,0.71725,0.70111,1.12091,0.71161,0.55592,0.61071,0.454,1.19003,1.30483,1.28803,0.000307,0.000307,0.000307
37,4958.77,0.7035,0.6788,1.11071,0.71562,0.54594,0.60706,0.4485,1.18627,1.3129,1.28996,0.0002872,0.0002872,0.0002872
38,5092.62,0.69895,0.66211,1.10772,0.69516,0.55666,0.60788,0.44938,1.19346,1.30804,1.29066,0.0002674,0.0002674,0.0002674
39,5227.48,0.69074,0.64551,1.10203,0.71379,0.55196,0.6134,0.45291,1.19064,1.31064,1.28944,0.0002476,0.0002476,0.0002476
40,5360.98,0.68432,0.62831,1.09412,0.7065,0.55387,0.60896,0.45117,1.1875,1.32842,1.29352,0.0002278,0.0002278,0.0002278
41,5497.62,0.6761,0.61635,1.08921,0.7304,0.54343,0.61111,0.45215,1.19053,1.32345,1.29474,0.000208,0.000208,0.000208
42,5631.45,0.67034,0.59844,1.08267,0.74763,0.53215,0.61134,0.45209,1.18653,1.31206,1.28998,0.0001882,0.0001882,0.0001882
43,5764.67,0.6646,0.58762,1.07956,0.70262,0.55388,0.60885,0.45108,1.18819,1.31529,1.29163,0.0001684,0.0001684,0.0001684
44,5898.16,0.65447,0.5718,1.06969,0.71977,0.54608,0.61032,0.45404,1.18826,1.32586,1.29493,0.0001486,0.0001486,0.0001486
45,6031.28,0.64942,0.55764,1.06373,0.72912,0.54935,0.60907,0.45213,1.18671,1.32694,1.29206,0.0001288,0.0001288,0.0001288
46,6164.38,0.64003,0.54604,1.06026,0.72235,0.55428,0.60789,0.4509,1.18848,1.34597,1.29579,0.000109,0.000109,0.000109
47,6297.33,0.63656,0.54541,1.06128,0.73958,0.54671,0.6099,0.45249,1.18725,1.33889,1.29655,8.92e-05,8.92e-05,8.92e-05
48,6430.03,0.63667,0.53073,1.05963,0.73368,0.55257,0.61005,0.45326,1.18727,1.34105,1.29677,6.94e-05,6.94e-05,6.94e-05
49,6563.41,0.62698,0.51793,1.05222,0.73267,0.55018,0.60924,0.45179,1.19002,1.34611,1.29653,4.96e-05,4.96e-05,4.96e-05
50,6696.26,0.62519,0.51681,1.04996,0.7319,0.55195,0.60857,0.45023,1.18911,1.34624,1.29666,2.98e-05,2.98e-05,2.98e-05
