epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,3864.55,0.70741,0.67601,1.10689,0.71735,0.58064,0.63845,0.47128,1.13392,1.28388,1.23155,0.0004258,0.0004258,0.0004258
31,3992.91,0.70504,0.67022,1.1056,0.72183,0.57868,0.63749,0.47076,1.12487,1.28903,1.22703,0.000406,0.000406,0.000406
32,4121.64,0.69698,0.65822,1.10264,0.7129,0.59097,0.64552,0.47696,1.1301,1.28228,1.22742,0.0003862,0.0003862,0.0003862
33,4250.1,0.69951,0.66068,1.10347,0.70989,0.58809,0.64312,0.47548,1.13117,1.27117,1.22733,0.0003664,0.0003664,0.0003664
34,4378.47,0.69258,0.65199,1.09803,0.73633,0.57996,0.64,0.47292,1.13112,1.2939,1.22689,0.0003466,0.0003466,0.0003466
35,4507.04,0.69059,0.63919,1.09355,0.73653,0.57914,0.64085,0.47638,1.12585,1.30189,1.22518,0.0003268,0.0003268,0.0003268
36,4635.54,0.69838,0.64432,1.09745,0.73124,0.57984,0.64281,0.47486,1.12881,1.29275,1.22787,0.000307,0.000307,0.000307
37,4763.94,0.68425,0.62489,1.08498,0.72432,0.59151,0.64908,0.47837,1.13054,1.26053,1.22916,0.0002872,0.0002872,0.0002872
38,4892.49,0.68367,0.62176,1.09015,0.72702,0.58362,0.64579,0.47588,1.12996,1.27136,1.2276,0.0002674,0.0002674,0.0002674
39,5021.03,0.6771,0.61299,1.08526,0.72223,0.58895,0.64389,0.47917,1.12977,1.28684,1.22509,0.0002476,0.0002476,0.0002476
40,5149.33,0.68424,0.6156,1.08958,0.72395,0.59222,0.646,0.47869,1.12588,1.29069,1.22532,0.0002278,0.0002278,0.0002278
41,5281.56,0.66851,0.58113,1.07087,0.7193,0.5854,0.64388,0.47729,1.12833,1.28192,1.22428,0.000208,0.000208,0.000208
42,5412.31,0.65136,0.54105,1.05589,0.7149,0.5962,0.64767,0.4803,1.12829,1.27908,1.22433,0.0001882,0.0001882,0.0001882
43,5542.64,0.64863,0.53862,1.05522,0.72975,0.58854,0.64724,0.48185,1.12516,1.28457,1.2222,0.0001684,0.0001684,0.0001684
44,5672.64,0.64166,0.52234,1.04655,0.73861,0.58126,0.64799,0.48275,1.1236,1.28138,1.21769,0.0001486,0.0001486,0.0001486
45,5802.59,0.6375,0.51239,1.04093,0.73359,0.58647,0.65044,0.4843,1.12095,1.26992,1.21842,0.0001288,0.0001288,0.0001288
46,5932.52,0.63023,0.50696,1.04034,0.73184,0.58475,0.65078,0.48553,1.11913,1.27277,1.21943,0.000109,0.000109,0.000109
47,6062.19,0.63322,0.50595,1.04549,0.72431,0.59602,0.65067,0.48525,1.12024,1.27241,1.21832,8.92e-05,8.92e-05,8.92e-05
48,6191.85,0.62811,0.5008,1.04104,0.72139,0.59552,0.64938,0.48478,1.1188,1.27974,1.21692,6.94e-05,6.94e-05,6.94e-05
49,6321.48,0.6247,0.49296,1.03671,0.73461,0.58428,0.6492,0.48456,1.12195,1.28478,1.21826,4.96e-05,4.96e-05,4.96e-05
50,6451.37,0.62728,0.49126,1.03637,0.72649,0.59337,0.64982,0.48541,1.12043,1.286,1.21695,2.98e-05,2.98e-05,2.98e-05
