epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,2529.29,0.76087,0.79172,1.11021,0.73926,0.54816,0.62408,0.45954,1.18523,1.21731,1.19561,0.000406,0.000406,0.000406
32,2610.06,0.7485,0.77322,1.10243,0.71099,0.5701,0.62846,0.46059,1.18638,1.22753,1.19024,0.0003862,0.0003862,0.0003862
33,2690.48,0.74948,0.76422,1.10186,0.71639,0.56206,0.62505,0.46171,1.17964,1.205,1.19236,0.0003664,0.0003664,0.0003664
34,2771.36,0.74204,0.74471,1.09622,0.71925,0.57465,0.63051,0.46453,1.18439,1.22493,1.18805,0.0003466,0.0003466,0.0003466
35,2851.98,0.73852,0.73517,1.09369,0.73607,0.56865,0.63451,0.46925,1.17745,1.18954,1.18534,0.0003268,0.0003268,0.0003268
36,2933.33,0.74044,0.73664,1.09393,0.73735,0.57363,0.64105,0.47315,1.17629,1.17295,1.18126,0.000307,0.000307,0.000307
37,3015.24,0.72517,0.7107,1.08581,0.74515,0.5608,0.63751,0.4738,1.16875,1.18336,1.18286,0.0002872,0.0002872,0.0002872
38,3096.82,0.72217,0.701,1.08509,0.75475,0.57054,0.64211,0.47718,1.16929,1.17448,1.18001,0.0002674,0.0002674,0.0002674
39,3178.86,0.71332,0.69019,1.08086,0.7408,0.57038,0.63752,0.47491,1.16266,1.18688,1.17732,0.0002476,0.0002476,0.0002476
40,3260.28,0.71839,0.6936,1.08285,0.752,0.56717,0.63641,0.47285,1.16448,1.19231,1.17229,0.0002278,0.0002278,0.0002278
41,3343.04,0.68995,0.6359,1.04864,0.74331,0.5666,0.6348,0.47195,1.16166,1.1869,1.17559,0.000208,0.000208,0.000208
42,3422.67,0.67349,0.5993,1.03659,0.73434,0.57858,0.64275,0.47943,1.15988,1.18486,1.17352,0.0001882,0.0001882,0.0001882
43,3502.59,0.66668,0.58486,1.03435,0.73366,0.57625,0.63923,0.47594,1.15983,1.20636,1.17707,0.0001684,0.0001684,0.0001684
44,3582.75,0.65638,0.56373,1.02467,0.74313,0.57136,0.63878,0.47483,1.16372,1.21939,1.17733,0.0001486,0.0001486,0.0001486
45,3662.08,0.65024,0.54962,1.02089,0.73439,0.58422,0.64206,0.47843,1.1609,1.20503,1.17521,0.0001288,0.0001288,0.0001288
46,3740.98,0.64301,0.53441,1.01819,0.73707,0.58014,0.63968,0.47677,1.16196,1.20976,1.17604,0.000109,0.000109,0.000109
47,3820.19,0.63799,0.52439,1.01609,0.7265,0.58409,0.63871,0.47607,1.16465,1.20782,1.1765,8.92e-05,8.92e-05,8.92e-05
48,3899.56,0.63274,0.51617,1.01035,0.74522,0.57688,0.63821,0.47562,1.16252,1.20868,1.17605,6.94e-05,6.94e-05,6.94e-05
49,3978.83,0.62459,0.50916,1.00774,0.72556,0.58279,0.63695,0.47555,1.164,1.21004,1.17768,4.96e-05,4.96e-05,4.96e-05
50,4057.21,0.62468,0.49912,1.00418,0.73085,0.58383,0.63852,0.47714,1.16107,1.2146,1.17686,2.98e-05,2.98e-05,2.98e-05
