epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,5022.47,0.78434,2.88044,1.16334,0.72479,0.57994,0.63729,0.45689,1.23004,5.22319,1.32286,0.0002872,0.0002872,0.0002872
38,5156.52,0.78093,2.84669,1.1667,0.73091,0.57729,0.63917,0.45681,1.22555,5.21187,1.32221,0.0002674,0.0002674,0.0002674
39,5290.64,0.77123,2.78046,1.15956,0.7278,0.58301,0.64003,0.46113,1.22671,5.28067,1.31732,0.0002476,0.0002476,0.0002476
40,5424.32,0.77691,2.79465,1.16069,0.7442,0.57645,0.64129,0.46436,1.22429,5.26142,1.31544,0.0002278,0.0002278,0.0002278
41,5561.03,0.77215,2.62797,1.16144,0.73264,0.58576,0.64027,0.46126,1.22061,5.22643,1.31014,0.000208,0.000208,0.000208
42,5694.68,0.75991,2.49387,1.14925,0.73689,0.5781,0.64082,0.46327,1.21739,5.30481,1.31008,0.0001882,0.0001882,0.0001882
43,5828.14,0.74971,2.42981,1.14309,0.72599,0.5785,0.63528,0.46233,1.21892,5.27664,1.31126,0.0001684,0.0001684,0.0001684
44,5963.25,0.7426,2.3411,1.13481,0.73327,0.58124,0.63792,0.46477,1.21452,5.3155,1.30735,0.0001486,0.0001486,0.0001486
45,6098.07,0.73402,2.28587,1.12571,0.73506,0.57954,0.63833,0.46399,1.21374,5.27421,1.30482,0.0001288,0.0001288,0.0001288
46,6231.16,0.72873,2.21609,1.12518,0.73982,0.57299,0.63593,0.46463,1.20897,5.32132,1.30517,0.000109,0.000109,0.000109
47,6364.55,0.72049,2.19883,1.12333,0.74201,0.57391,0.63605,0.46436,1.21038,5.31238,1.30678,8.92e-05,8.92e-05,8.92e-05
48,6498.07,0.71863,2.15462,1.11952,0.73159,0.58377,0.63701,0.46445,1.20648,5.28178,1.30076,6.94e-05,6.94e-05,6.94e-05
49,6631.63,0.71404,2.11465,1.11327,0.75241,0.57446,0.6389,0.46683,1.20679,5.30753,1.30134,4.96e-05,4.96e-05,4.96e-05
50,6766.03,0.71179,2.07356,1.11159,0.74728,0.5781,0.63943,0.46744,1.20704,5.35115,1.30191,2.98e-05,2.98e-05,2.98e-05
