epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,2810.77,0.8067,0.88265,1.17311,0.69703,0.5576,0.6081,0.44239,1.19942,1.34413,1.27727,0.00302,0.00302,0.00302
22,2944.37,0.79779,0.87122,1.17205,0.70507,0.55349,0.61569,0.44641,1.20093,1.31966,1.29119,0.002921,0.002921,0.002921
23,3078.42,0.797,0.85347,1.17122,0.70543,0.56037,0.61841,0.45067,1.18589,1.31128,1.27322,0.002822,0.002822,0.002822
24,3212.12,0.79067,0.8367,1.16708,0.72287,0.55668,0.62025,0.45523,1.17637,1.29785,1.27135,0.002723,0.002723,0.002723
25,3345.66,0.77616,0.81808,1.15488,0.70404,0.56639,0.61988,0.45306,1.17474,1.2988,1.2715,0.002624,0.002624,0.002624
26,3478.57,0.77707,0.81112,1.15777,0.71527,0.56785,0.62339,0.45519,1.17671,1.29871,1.26775,0.002525,0.002525,0.002525
27,3611.48,0.76712,0.79253,1.14909,0.72572,0.57419,0.63169,0.46129,1.17118,1.2801,1.27037,0.002426,0.002426,0.002426
28,3744.34,0.76369,0.78478,1.15042,0.70904,0.57573,0.63078,0.45951,1.16738,1.29554,1.26836,0.002327,0.002327,0.002327
29,3877.62,0.75509,0.76071,1.13981,0.73266,0.5726,0.63855,0.47083,1.15135,1.23732,1.24834,0.002228,0.002228,0.002228
30,4010.68,0.75537,0.7504,1.14104,0.73265,0.55811,0.62558,0.46332,1.16035,1.31064,1.25415,0.002129,0.002129,0.002129
31,4143.57,0.7486,0.74863,1.13652,0.72959,0.57198,0.63637,0.46906,1.15773,1.25987,1.25822,0.00203,0.00203,0.00203
32,4276.61,0.73662,0.72967,1.12971,0.7303,0.57746,0.64209,0.46901,1.16139,1.25354,1.26247,0.001931,0.001931,0.001931
33,4409.27,0.73687,0.72155,1.12888,0.75272,0.56489,0.64053,0.47197,1.14972,1.25025,1.25024,0.001832,0.001832,0.001832
34,4543.44,0.72912,0.70963,1.12682,0.7257,0.58188,0.63934,0.47518,1.14233,1.2549,1.24693,0.001733,0.001733,0.001733
35,4677.06,0.72463,0.69433,1.1177,0.73446,0.57204,0.6348,0.47176,1.14877,1.26699,1.24753,0.001634,0.001634,0.001634
36,4810.31,0.72894,0.68974,1.12049,0.76072,0.57441,0.64554,0.47936,1.14597,1.24985,1.24332,0.001535,0.001535,0.001535
37,4943.56,0.71181,0.665,1.10534,0.75775,0.57451,0.65178,0.48476,1.13912,1.23803,1.2348,0.001436,0.001436,0.001436
38,5077.08,0.70849,0.66106,1.10892,0.74464,0.58321,0.65142,0.48404,1.13853,1.23502,1.23401,0.001337,0.001337,0.001337
39,5210.88,0.69863,0.6408,1.10136,0.76238,0.57573,0.65125,0.4838,1.13744,1.24853,1.23679,0.001238,0.001238,0.001238
40,5344.24,0.70431,0.64626,1.10444,0.76674,0.58064,0.64571,0.48234,1.13984,1.25414,1.23714,0.001139,0.001139,0.001139
41,5479.84,0.68141,0.59891,1.08182,0.74418,0.58343,0.64434,0.48097,1.14081,1.25969,1.2376,0.00104,0.00104,0.00104
42,5612.84,0.66441,0.56053,1.06704,0.75393,0.58986,0.6492,0.48541,1.13672,1.24946,1.23631,0.000941,0.000941,0.000941
43,5745.41,0.66005,0.54448,1.06319,0.7509,0.5834,0.64761,0.48362,1.14274,1.26829,1.23838,0.000842,0.000842,0.000842
44,5878.19,0.64674,0.52543,1.05081,0.73164,0.59664,0.64626,0.48211,1.14087,1.26758,1.23681,0.000743,0.000743,0.000743
45,6010.69,0.63872,0.51044,1.0426,0.76596,0.57966,0.64934,0.48428,1.13805,1.26239,1.23744,0.000644,0.000644,0.000644
46,6143.54,0.6302,0.4909,1.04139,0.73074,0.60034,0.64853,0.48323,1.14258,1.26871,1.24168,0.000545,0.000545,0.000545
47,6276.32,0.62616,0.49153,1.04161,0.73512,0.59816,0.6453,0.48285,1.13609,1.27568,1.23764,0.000446,0.000446,0.000446
48,6409.01,0.62163,0.47732,1.03751,0.73493,0.59925,0.64716,0.48411,1.13694,1.27349,1.23931,0.000347,0.000347,0.000347
49,6542.52,0.60942,0.46704,1.0284,0.75364,0.58673,0.64383,0.48242,1.13992,1.28403,1.24215,0.000248,0.000248,0.000248
50,6675.06,0.6107,0.45764,1.02731,0.75093,0.58733,0.64457,0.48154,1.13979,1.2928,1.24276,0.000149,0.000149,0.000149
